id,speciality_code,test_code,name_uz,name_cy,name_ru,name_en,created_at,updated_at,admission,type,year,subject_1,subject_2,subject_3
41108,5110100224,,Matematika va informatika (Payariq tumani),Matematika va informatika (Payariq tumani),Matematika va informatika (Payariq tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:60;s:7:""quote_p"";d:60;s:7:""place_c"";d:6.5;s:7:""place_p"";i:7;s:10:""ball_con_c"";d:134.09999999999999;s:10:""ball_con_p"";d:133.09999999999999;s:14:""avg_ball_con_c"";d:149.80000000000001;s:14:""avg_ball_con_p"";d:156.09999999999999;s:10:""ball_gra_c"";d:181.19999999999999;s:10:""ball_gra_p"";d:202.09999999999999;s:14:""avg_ball_gra_c"";d:196.5;s:14:""avg_ball_gra_p"";d:210.40000000000001;}",0,2020,101,21,22
41109,5110100225,,Matematika va informatika (Qo'shrabot tumani),Matematika va informatika (Qo'shrabot tumani),Matematika va informatika (Qo'shrabot tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:100;s:7:""quote_p"";d:110;s:7:""place_c"";d:7.5;s:7:""place_p"";i:12;s:10:""ball_con_c"";d:150.30000000000001;s:10:""ball_con_p"";d:152.09999999999999;s:14:""avg_ball_con_c"";d:162.59999999999999;s:14:""avg_ball_con_p"";d:164.09999999999999;s:10:""ball_gra_c"";d:187.19999999999999;s:10:""ball_gra_p"";d:188.19999999999999;s:14:""avg_ball_gra_c"";d:200.5;s:14:""avg_ball_gra_p"";d:201.09999999999999;}",0,2020,101,21,22
41110,5110100228,,Matematika va informatika (Urgut tumani),Matematika va informatika (Urgut tumani),Matematika va informatika (Urgut tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:80;s:7:""quote_p"";d:100;s:7:""place_c"";i:15;s:7:""place_p"";d:6.5;s:10:""ball_con_c"";d:126.2;s:10:""ball_con_p"";d:151.19999999999999;s:14:""avg_ball_con_c"";d:142.59999999999999;s:14:""avg_ball_con_p"";d:162.19999999999999;s:10:""ball_gra_c"";d:175.5;s:10:""ball_gra_p"";d:184.19999999999999;s:14:""avg_ball_gra_c"";d:192.69999999999999;s:14:""avg_ball_gra_p"";d:198.5;}",0,2020,101,21,22
41111,5110500218,,Geografiya va iqtisodiy bilim asoslari (Kattaqo'rg'on tumani),Geografiya va iqtisodiy bilim asoslari (Kattaqo'rg'on tumani),Geografiya va iqtisodiy bilim asoslari (Kattaqo'rg'on tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:90;s:7:""quote_p"";d:30;s:7:""place_c"";d:9.5;s:7:""place_p"";i:5;s:10:""ball_con_c"";d:155.09999999999999;s:10:""ball_con_p"";d:147.09999999999999;s:14:""avg_ball_con_c"";d:173.5;s:14:""avg_ball_con_p"";d:162.5;s:10:""ball_gra_c"";d:210.19999999999999;s:10:""ball_gra_p"";d:193.30000000000001;s:14:""avg_ball_gra_c"";d:215.80000000000001;s:14:""avg_ball_gra_p"";d:204.5;}",0,2020,101,21,22
41112,5110500220,,Geografiya va iqtisodiy bilim asoslari (Nurobod tumani),Geografiya va iqtisodiy bilim asoslari (Nurobod tumani),Geografiya va iqtisodiy bilim asoslari (Nurobod tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:110;s:7:""quote_p"";d:20;s:7:""place_c"";d:15.5;s:7:""place_p"";i:15;s:10:""ball_con_c"";d:138.09999999999999;s:10:""ball_con_p"";d:151.09999999999999;s:14:""avg_ball_con_c"";d:153.80000000000001;s:14:""avg_ball_con_p"";d:156.40000000000001;s:10:""ball_gra_c"";d:185.19999999999999;s:10:""ball_gra_p"";d:167.09999999999999;s:14:""avg_ball_gra_c"";d:199.09999999999999;s:14:""avg_ball_gra_p"";d:187.09999999999999;}",0,2020,101,21,22
41113,5110500223,,Geografiya va iqtisodiy bilim asoslari (Paxtachi tumani),Geografiya va iqtisodiy bilim asoslari (Paxtachi tumani),Geografiya va iqtisodiy bilim asoslari (Paxtachi tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:90;s:7:""quote_p"";d:70;s:7:""place_c"";d:7.5;s:7:""place_p"";i:13;s:10:""ball_con_c"";d:151.09999999999999;s:10:""ball_con_p"";d:135.09999999999999;s:14:""avg_ball_con_c"";d:160.09999999999999;s:14:""avg_ball_con_p"";d:148.19999999999999;s:10:""ball_gra_c"";d:178;s:10:""ball_gra_p"";d:174.5;s:14:""avg_ball_gra_c"";d:194.30000000000001;s:14:""avg_ball_gra_p"";d:192;}",0,2020,101,21,22
41114,5110500224,,Geografiya va iqtisodiy bilim asoslari (Payariq tumani),Geografiya va iqtisodiy bilim asoslari (Payariq tumani),Geografiya va iqtisodiy bilim asoslari (Payariq tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:100;s:7:""place_c"";d:9.5;s:7:""place_p"";d:14.5;s:10:""ball_con_c"";d:156.09999999999999;s:10:""ball_con_p"";d:121.3;s:14:""avg_ball_con_c"";d:169.40000000000001;s:14:""avg_ball_con_p"";d:152.90000000000001;s:10:""ball_gra_c"";d:196.09999999999999;s:10:""ball_gra_p"";d:216;s:14:""avg_ball_gra_c"";d:206.40000000000001;s:14:""avg_ball_gra_p"";d:219.69999999999999;}",0,2020,101,21,22
41115,5110500225,,Geografiya va iqtisodiy bilim asoslari (Qo'shrabot tumani),Geografiya va iqtisodiy bilim asoslari (Qo'shrabot tumani),Geografiya va iqtisodiy bilim asoslari (Qo'shrabot tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:50;s:7:""quote_p"";d:20;s:7:""place_c"";d:12.5;s:7:""place_p"";i:12;s:10:""ball_con_c"";d:132.30000000000001;s:10:""ball_con_p"";d:146;s:14:""avg_ball_con_c"";d:159.59999999999999;s:14:""avg_ball_con_p"";d:165.09999999999999;s:10:""ball_gra_c"";d:214.09999999999999;s:10:""ball_gra_p"";d:203.30000000000001;s:14:""avg_ball_gra_c"";d:218.40000000000001;s:14:""avg_ball_gra_p"";d:211.19999999999999;}",0,2020,101,21,22
41116,5110600218,,Tarix (Kattaqo'rg'on tumani),Tarix (Kattaqo'rg'on tumani),Tarix (Kattaqo'rg'on tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:20;s:7:""quote_p"";d:120;s:7:""place_c"";i:9;s:7:""place_p"";i:14;s:10:""ball_con_c"";d:120.2;s:10:""ball_con_p"";d:124.09999999999999;s:14:""avg_ball_con_c"";d:137.59999999999999;s:14:""avg_ball_con_p"";d:141.09999999999999;s:10:""ball_gra_c"";d:172.5;s:10:""ball_gra_p"";d:175.09999999999999;s:14:""avg_ball_gra_c"";d:190.69999999999999;s:14:""avg_ball_gra_p"";d:192.40000000000001;}",0,2020,101,21,22
41117,5110600220,,Tarix (Nurobod tumani),Tarix (Nurobod tumani),Tarix (Nurobod tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:120;s:7:""quote_p"";d:30;s:7:""place_c"";d:14.5;s:7:""place_p"";i:8;s:10:""ball_con_c"";d:132.09999999999999;s:10:""ball_con_p"";d:138.09999999999999;s:14:""avg_ball_con_c"";d:143.40000000000001;s:14:""avg_ball_con_p"";d:159.40000000000001;s:10:""ball_gra_c"";d:166;s:10:""ball_gra_p"";d:202.09999999999999;s:14:""avg_ball_gra_c"";d:186.30000000000001;s:14:""avg_ball_gra_p"";d:210.40000000000001;}",0,2020,101,21,22
41118,5110600223,,Tarix (Paxtachi tumani),Tarix (Paxtachi tumani),Tarix (Paxtachi tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:20;s:7:""quote_p"";d:60;s:7:""place_c"";d:6.5;s:7:""place_p"";i:10;s:10:""ball_con_c"";d:149.5;s:10:""ball_con_p"";d:133.09999999999999;s:14:""avg_ball_con_c"";d:167.69999999999999;s:14:""avg_ball_con_p"";d:154.80000000000001;s:10:""ball_gra_c"";d:204.19999999999999;s:10:""ball_gra_p"";d:198.09999999999999;s:14:""avg_ball_gra_c"";d:211.80000000000001;s:14:""avg_ball_gra_p"";d:207.69999999999999;}",0,2020,101,21,22
41119,5110600224,,Tarix (Payariq tumani),Tarix (Payariq tumani),Tarix (Payariq tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:80;s:7:""quote_p"";d:110;s:7:""place_c"";i:14;s:7:""place_p"";i:5;s:10:""ball_con_c"";d:155.30000000000001;s:10:""ball_con_p"";d:123.5;s:14:""avg_ball_con_c"";d:159.90000000000001;s:14:""avg_ball_con_p"";d:151.80000000000001;s:10:""ball_gra_c"";d:169.19999999999999;s:10:""ball_gra_p"";d:208.30000000000001;s:14:""avg_ball_gra_c"";d:188.5;s:14:""avg_ball_gra_p"";d:214.5;}",0,2020,101,21,22
41120,5110600225,,Tarix (Qo'shrabot tumani),Tarix (Qo'shrabot tumani),Tarix (Qo'shrabot tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:80;s:7:""quote_p"";d:70;s:7:""place_c"";i:7;s:7:""place_p"";d:16.5;s:10:""ball_con_c"";d:153.30000000000001;s:10:""ball_con_p"";d:159.19999999999999;s:14:""avg_ball_con_c"";d:166.30000000000001;s:14:""avg_ball_con_p"";d:164.59999999999999;s:10:""ball_gra_c"";d:192.30000000000001;s:10:""ball_gra_p"";d:175.30000000000001;s:14:""avg_ball_gra_c"";d:203.90000000000001;s:14:""avg_ball_gra_p"";d:192.5;}",0,2020,101,21,22
41121,5111700220,,Boshlang‘ich ta’lim (Nurobod tumani),Boshlang‘ich ta’lim (Nurobod tumani),Boshlang‘ich ta’lim (Nurobod tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:100;s:7:""quote_p"";d:110;s:7:""place_c"";d:7.5;s:7:""place_p"";i:15;s:10:""ball_con_c"";d:157.09999999999999;s:10:""ball_con_p"";d:143.09999999999999;s:14:""avg_ball_con_c"";d:161.80000000000001;s:14:""avg_ball_con_p"";d:167.5;s:10:""ball_gra_c"";d:171.09999999999999;s:10:""ball_gra_p"";d:216.30000000000001;s:14:""avg_ball_gra_c"";d:189.69999999999999;s:14:""avg_ball_gra_p"";d:219.90000000000001;}",0,2020,101,21,22
41122,5111700225,,Boshlang‘ich ta’lim (Qo'shrabot tumani),Boshlang‘ich ta’lim (Qo'shrabot tumani),Boshlang‘ich ta’lim (Qo'shrabot tumani),,2020-07-12 16:42:59,2020-07-12 16:42:59,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:30;s:7:""quote_p"";d:100;s:7:""place_c"";i:12;s:7:""place_p"";i:9;s:10:""ball_con_c"";d:139.30000000000001;s:10:""ball_con_p"";d:128.30000000000001;s:14:""avg_ball_con_c"";d:159.40000000000001;s:14:""avg_ball_con_p"";d:154.59999999999999;s:10:""ball_gra_c"";d:199.5;s:10:""ball_gra_p"";d:207.30000000000001;s:14:""avg_ball_gra_c"";d:208.69999999999999;s:14:""avg_ball_gra_p"";d:213.90000000000001;}",0,2020,101,21,22
41123,5120101216,,Filologiya va tillarni o‘qitish: o‘zbek tili (Ishtixon tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Ishtixon tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Ishtixon tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:20;s:7:""place_c"";d:10.5;s:7:""place_p"";i:17;s:10:""ball_con_c"";d:143.09999999999999;s:10:""ball_con_p"";d:150.19999999999999;s:14:""avg_ball_con_c"";d:160.5;s:14:""avg_ball_con_p"";d:158.5;s:10:""ball_gra_c"";d:195.30000000000001;s:10:""ball_gra_p"";d:175.09999999999999;s:14:""avg_ball_gra_c"";d:205.90000000000001;s:14:""avg_ball_gra_p"";d:192.40000000000001;}",0,2020,101,21,22
41124,5120101218,,Filologiya va tillarni o‘qitish: o‘zbek tili (Kattaqo'rg'on tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Kattaqo'rg'on tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Kattaqo'rg'on tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:120;s:7:""quote_p"";d:40;s:7:""place_c"";d:5.5;s:7:""place_p"";i:17;s:10:""ball_con_c"";d:158.30000000000001;s:10:""ball_con_p"";d:138.19999999999999;s:14:""avg_ball_con_c"";d:170.19999999999999;s:14:""avg_ball_con_p"";d:158.90000000000001;s:10:""ball_gra_c"";d:194.09999999999999;s:10:""ball_gra_p"";d:200.30000000000001;s:14:""avg_ball_gra_c"";d:205.09999999999999;s:14:""avg_ball_gra_p"";d:209.19999999999999;}",0,2020,101,21,22
41125,5120101220,,Filologiya va tillarni o‘qitish: o‘zbek tili (Nurobod tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Nurobod tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Nurobod tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:110;s:7:""quote_p"";d:70;s:7:""place_c"";d:10.5;s:7:""place_p"";i:11;s:10:""ball_con_c"";d:142.19999999999999;s:10:""ball_con_p"";d:150.5;s:14:""avg_ball_con_c"";d:152.90000000000001;s:14:""avg_ball_con_p"";d:165.40000000000001;s:10:""ball_gra_c"";d:174.19999999999999;s:10:""ball_gra_p"";d:195.09999999999999;s:14:""avg_ball_gra_c"";d:191.80000000000001;s:14:""avg_ball_gra_p"";d:205.69999999999999;}",0,2020,101,21,22
41126,5120101224,,Filologiya va tillarni o‘qitish: o‘zbek tili (Payariq tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Payariq tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Payariq tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:100;s:7:""quote_p"";d:110;s:7:""place_c"";i:12;s:7:""place_p"";i:5;s:10:""ball_con_c"";d:158;s:10:""ball_con_p"";d:135.09999999999999;s:14:""avg_ball_con_c"";d:165.40000000000001;s:14:""avg_ball_con_p"";d:148.40000000000001;s:10:""ball_gra_c"";d:180.09999999999999;s:10:""ball_gra_p"";d:175.09999999999999;s:14:""avg_ball_gra_c"";d:195.69999999999999;s:14:""avg_ball_gra_p"";d:192.40000000000001;}",0,2020,101,21,22
41127,5120101225,,Filologiya va tillarni o‘qitish: o‘zbek tili (Qo'shrabot tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Qo'shrabot tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Qo'shrabot tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:120;s:7:""place_c"";d:6.5;s:7:""place_p"";i:10;s:10:""ball_con_c"";d:145.09999999999999;s:10:""ball_con_p"";d:145.5;s:14:""avg_ball_con_c"";d:158.5;s:14:""avg_ball_con_p"";d:155.69999999999999;s:10:""ball_gra_c"";d:185.30000000000001;s:10:""ball_gra_p"";d:176.09999999999999;s:14:""avg_ball_gra_c"";d:199.19999999999999;s:14:""avg_ball_gra_p"";d:193.09999999999999;}",0,2020,101,21,22
41128,5120101228,,Filologiya va tillarni o‘qitish: o‘zbek tili (Urgut tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Urgut tumani),Filologiya va tillarni o‘qitish: o‘zbek tili (Urgut tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:110;s:7:""quote_p"";d:110;s:7:""place_c"";i:11;s:7:""place_p"";d:13.5;s:10:""ball_con_c"";d:137.09999999999999;s:10:""ball_con_p"";d:152.30000000000001;s:14:""avg_ball_con_c"";d:160.19999999999999;s:14:""avg_ball_con_p"";d:159;s:10:""ball_gra_c"";d:206.5;s:10:""ball_gra_p"";d:172.5;s:14:""avg_ball_gra_c"";d:213.30000000000001;s:14:""avg_ball_gra_p"";d:190.69999999999999;}",0,2020,101,21,22
41129,5120300220,,Tarix (mamlakatlar va yo‘nalishlar bo‘yicha) (Nurobod tumani),Tarix (mamlakatlar va yo‘nalishlar bo‘yicha) (Nurobod tumani),Tarix (mamlakatlar va yo‘nalishlar bo‘yicha) (Nurobod tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:120;s:7:""quote_p"";d:60;s:7:""place_c"";d:4.5;s:7:""place_p"";d:9.5;s:10:""ball_con_c"";d:150.09999999999999;s:10:""ball_con_p"";d:153.30000000000001;s:14:""avg_ball_con_c"";d:167.80000000000001;s:14:""avg_ball_con_p"";d:165.69999999999999;s:10:""ball_gra_c"";d:203.19999999999999;s:10:""ball_gra_p"";d:190.5;s:14:""avg_ball_gra_c"";d:211.09999999999999;s:14:""avg_ball_gra_p"";d:202.69999999999999;}",0,2020,101,21,22
41130,5120300223,,Tarix (mamlakatlar va yo‘nalishlar bo‘yicha) (Paxtachi tumani),Tarix (mamlakatlar va yo‘nalishlar bo‘yicha) (Paxtachi tumani),Tarix (mamlakatlar va yo‘nalishlar bo‘yicha) (Paxtachi tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:100;s:7:""quote_p"";d:100;s:7:""place_c"";i:15;s:7:""place_p"";d:12.5;s:10:""ball_con_c"";d:133.30000000000001;s:10:""ball_con_p"";d:136.09999999999999;s:14:""avg_ball_con_c"";d:144.40000000000001;s:14:""avg_ball_con_p"";d:146.80000000000001;s:10:""ball_gra_c"";d:166.5;s:10:""ball_gra_p"";d:168.09999999999999;s:14:""avg_ball_gra_c"";d:186.69999999999999;s:14:""avg_ball_gra_p"";d:187.69999999999999;}",0,2020,101,21,22
41131,5120300225,,Tarix (mamlakatlar va yo‘nalishlar bo‘yicha) (Qo'shrabot tumani),Tarix (mamlakatlar va yo‘nalishlar bo‘yicha) (Qo'shrabot tumani),Tarix (mamlakatlar va yo‘nalishlar bo‘yicha) (Qo'shrabot tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:50;s:7:""quote_p"";d:50;s:7:""place_c"";d:4.5;s:7:""place_p"";d:14.5;s:10:""ball_con_c"";d:151.5;s:10:""ball_con_p"";d:129.19999999999999;s:14:""avg_ball_con_c"";d:173.30000000000001;s:14:""avg_ball_con_p"";d:155.80000000000001;s:10:""ball_gra_c"";d:217;s:10:""ball_gra_p"";d:209.09999999999999;s:14:""avg_ball_gra_c"";d:220.30000000000001;s:14:""avg_ball_gra_p"";d:215.09999999999999;}",0,2020,101,21,22
41132,5140100220,,Biologiya (turlari bo‘yicha) (Nurobod tumani),Biologiya (turlari bo‘yicha) (Nurobod tumani),Biologiya (turlari bo‘yicha) (Nurobod tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:50;s:7:""place_c"";d:15.5;s:7:""place_p"";i:6;s:10:""ball_con_c"";d:159.09999999999999;s:10:""ball_con_p"";d:160.30000000000001;s:14:""avg_ball_con_c"";d:161.5;s:14:""avg_ball_con_p"";d:161.40000000000001;s:10:""ball_gra_c"";d:166.30000000000001;s:10:""ball_gra_p"";d:163.5;s:14:""avg_ball_gra_c"";d:186.5;s:14:""avg_ball_gra_p"";d:184.69999999999999;}",0,2020,101,21,22
41133,5140100223,,Biologiya (turlari bo‘yicha) (Paxtachi tumani),Biologiya (turlari bo‘yicha) (Paxtachi tumani),Biologiya (turlari bo‘yicha) (Paxtachi tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:80;s:7:""quote_p"";d:30;s:7:""place_c"";i:5;s:7:""place_p"";d:10.5;s:10:""ball_con_c"";d:129.30000000000001;s:10:""ball_con_p"";d:124.09999999999999;s:14:""avg_ball_con_c"";d:148.59999999999999;s:14:""avg_ball_con_p"";d:145.80000000000001;s:10:""ball_gra_c"";d:187.30000000000001;s:10:""ball_gra_p"";d:189.19999999999999;s:14:""avg_ball_gra_c"";d:200.5;s:14:""avg_ball_gra_p"";d:201.80000000000001;}",0,2020,101,21,22
41134,5140100225,,Biologiya (turlari bo‘yicha) (Qo'shrabot tumani),Biologiya (turlari bo‘yicha) (Qo'shrabot tumani),Biologiya (turlari bo‘yicha) (Qo'shrabot tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:60;s:7:""quote_p"";d:50;s:7:""place_c"";i:6;s:7:""place_p"";i:13;s:10:""ball_con_c"";d:126.09999999999999;s:10:""ball_con_p"";d:147.5;s:14:""avg_ball_con_c"";d:147.80000000000001;s:14:""avg_ball_con_p"";d:159.69999999999999;s:10:""ball_gra_c"";d:191.09999999999999;s:10:""ball_gra_p"";d:184.09999999999999;s:14:""avg_ball_gra_c"";d:203.09999999999999;s:14:""avg_ball_gra_p"";d:198.40000000000001;}",0,2020,101,21,22
41135,5140200218,,Fizika (Kattaqo'rg'on tumani),Fizika (Kattaqo'rg'on tumani),Fizika (Kattaqo'rg'on tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:20;s:7:""quote_p"";d:60;s:7:""place_c"";i:15;s:7:""place_p"";i:13;s:10:""ball_con_c"";d:142.5;s:10:""ball_con_p"";d:159.09999999999999;s:14:""avg_ball_con_c"";d:156.69999999999999;s:14:""avg_ball_con_p"";d:174.80000000000001;s:10:""ball_gra_c"";d:185;s:10:""ball_gra_p"";d:206.09999999999999;s:14:""avg_ball_gra_c"";d:199;s:14:""avg_ball_gra_p"";d:213.09999999999999;}",0,2020,101,21,22
41136,5140200219,,Fizika (Narpay tumani),Fizika (Narpay tumani),Fizika (Narpay tumani),,2020-07-12 16:43:00,2020-07-12 16:43:00,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:60;s:7:""quote_p"";d:50;s:7:""place_c"";i:8;s:7:""place_p"";d:11.5;s:10:""ball_con_c"";d:145.30000000000001;s:10:""ball_con_p"";d:134.09999999999999;s:14:""avg_ball_con_c"";d:151.5;s:14:""avg_ball_con_p"";d:160.5;s:10:""ball_gra_c"";d:164;s:10:""ball_gra_p"";d:213.19999999999999;s:14:""avg_ball_gra_c"";d:185;s:14:""avg_ball_gra_p"";d:217.80000000000001;}",0,2020,101,21,22
